16:47:27 [allowed] §cYou are sending commands too fast! Please slow down.
16:47:33 [allowed] §eYou haven't claimed your §r§6Summer Rewards §r§eyet!
16:49:28 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:49:28 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:49:33 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:49:38 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:49:40 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:49:41 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:49:43 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:49:43 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:49:45 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:49:46 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:49:48 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:49:48 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:49:50 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:49:51 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:49:53 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:49:53 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:49:55 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:49:56 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:49:58 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:49:58 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:50:00 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:50:01 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:50:03 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:50:03 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:50:05 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:50:06 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:50:08 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:50:08 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:50:10 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:50:11 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:50:13 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:50:13 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:50:15 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:50:16 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:50:18 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:50:18 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:50:20 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:50:21 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:50:23 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:50:25 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:50:25 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:50:33 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:50:35 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:50:36 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:50:38 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:50:38 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:50:40 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:50:41 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:50:43 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:50:43 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:50:45 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:50:46 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:50:48 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:50:48 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:50:50 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:50:51 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:50:53 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:50:53 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:50:55 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:50:56 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:50:58 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:50:58 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:00 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:01 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:02 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:03 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:05 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:06 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:07 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:08 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:10 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:11 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:12 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:13 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:15 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:16 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:17 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:18 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:20 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:21 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:22 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:23 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:25 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:26 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:27 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:28 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:30 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:30 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:32 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:33 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:35 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:35 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:37 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:38 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:40 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:40 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:42 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:43 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:45 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:45 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:47 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:48 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:50 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:50 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:52 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:53 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:55 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:55 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:57 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:51:58 [allowed] §cAutopet §eequipped your §7[Lvl 95] §5Ocelot§e! §a§lVIEW RULE
16:51:58 [allowed] §aYour §r§5Ocelot §r§aleveled up to level §r§996§r§a!
16:52:00 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:00 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:02 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:03 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:05 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:05 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:07 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:08 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:10 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:10 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:12 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:13 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:15 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:15 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:17 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:18 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:20 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:20 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:22 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:23 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:25 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:25 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:27 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:28 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:29 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:30 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:32 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:32 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:34 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:35 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:37 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:37 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:39 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:40 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:42 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:42 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:44 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:45 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:47 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:47 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:49 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:50 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:52 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:52 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:54 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:55 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:57 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:52:57 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:52:59 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:53:00 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:53:02 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:53:02 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:53:04 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:53:05 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:53:07 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:53:07 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:53:09 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:53:10 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:53:12 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:53:12 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:53:14 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:53:15 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:53:17 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:53:17 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:53:19 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:53:20 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:53:22 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:53:23 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:53:24 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:53:25 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:53:27 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:53:27 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:53:29 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:53:30 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:53:32 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
16:53:32 [allowed] §cAutopet §eequipped your §7[Lvl 96] §5Ocelot§e! §a§lVIEW RULE
16:53:34 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
