23:18:19 [allowed] §b§m--------------§r§f  §r§aGuild: Message Of The Day  §r§b§m--------------
23:18:19 [allowed] §b| §r§f[22] [MVP+] Sebbebas Ⓑ: you should give me foraging 50 on my main
23:18:19 [allowed] §b| §r§f[22] [MVP+] Sebbebas Ⓑ: wink wink
23:18:19 [allowed] §b| §r§f[300] [ADMIN] LadyBleu: you almost had iit until you winked
23:18:19 [allowed] §b| §r§f[22] [MVP+] Sebbebas Ⓑ: :(
23:18:19 [allowed] §b| §r§f[300] [ADMIN] LadyBleu: biig mistaake
23:18:19 [allowed] §b§m-----------------------------------------------------
23:18:21 [allowed] §cYou are sending commands too fast! Please slow down.
23:18:25 [allowed] §eYou haven't claimed your §r§6Summer Rewards §r§eyet!
23:48:51 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:48:52 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
23:48:55 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:48:56 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
23:48:58 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:48:59 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
23:49:26 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:49:28 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
23:49:29 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:49:30 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
23:49:32 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:49:32 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
23:49:34 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:49:34 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
23:49:36 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:49:36 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
23:49:38 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:49:39 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
23:49:41 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:49:43 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
23:49:45 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:49:46 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
23:49:48 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:49:50 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
23:49:53 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:49:53 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
23:49:55 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:49:56 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
23:49:58 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:49:58 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
23:50:00 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:50:01 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
23:50:02 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:50:03 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
23:50:05 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:50:06 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
23:50:10 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:50:11 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
23:50:14 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:50:14 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
23:50:16 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:50:17 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
23:50:19 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:50:20 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
23:50:22 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
23:50:23 [allowed] §cAutopet §eequipped your §7[Lvl 97] §5Ocelot§e! §a§lVIEW RULE
