08:35:14 [allowed] §b§m--------------§r§f  §r§aGuild: Message Of The Day  §r§b§m--------------
08:35:14 [allowed] §b| §r§f[22] [MVP+] Sebbebas Ⓑ: you should give me foraging 50 on my main
08:35:14 [allowed] §b| §r§f[22] [MVP+] Sebbebas Ⓑ: wink wink
08:35:14 [allowed] §b| §r§f[300] [ADMIN] LadyBleu: you almost had iit until you winked
08:35:14 [allowed] §b| §r§f[22] [MVP+] Sebbebas Ⓑ: :(
08:35:14 [allowed] §b| §r§f[300] [ADMIN] LadyBleu: biig mistaake
08:35:14 [allowed] §b§m-----------------------------------------------------
08:35:14 [allowed] §aYou have §b17 §aunclaimed leveling rewards!
08:35:14 [allowed] §eClick here to view them!
08:35:21 [allowed] §8[§r§719§r§8] §r§7L__awa§7§r§7: uhh i need to reach 3 now :<
08:35:23 [allowed] §cYou are sending commands too fast! Please slow down.
08:35:23 [allowed] §6§lBONUS! §r§bTemporarily earn §r§a5% §r§bmore skill experience!
08:35:23 [allowed] §eLatest update: §bSkyBlock v0.20.5 §e§lCLICK
08:35:24 [allowed] §aThe wind has changed direction!
08:35:25 [allowed] §6§lALLOWANCE! §r§eYou earned §r§650,000 coins§r§e!
08:35:28 [allowed] §cThere are blocks in the way!
08:35:35 [allowed] §cThere are blocks in the way!
08:35:42 [allowed] §8[§r§b222§r§8] §r§6§lᛝ §r§a[VIP] ThousandZword§f§r§f: yep
08:35:49 [allowed] §8[§r§9308§r§8] §r§b§lᛝ §r§a[VIP] EclipsGamer§f§r§f: nop, you needa reach 5 since the devs are changing it on alpha :)
08:35:59 [allowed] §8[§r§719§r§8] §r§7L__awa§7§r§7: nooo
08:36:07 [allowed] §b§m--------------§r§f  §r§aGuild: Message Of The Day  §r§b§m--------------
08:36:07 [allowed] §b| §r§f[22] [MVP+] Sebbebas Ⓑ: you should give me foraging 50 on my main
08:36:07 [allowed] §b| §r§f[22] [MVP+] Sebbebas Ⓑ: wink wink
08:36:07 [allowed] §b| §r§f[300] [ADMIN] LadyBleu: you almost had iit until you winked
08:36:07 [allowed] §b| §r§f[22] [MVP+] Sebbebas Ⓑ: :(
08:36:07 [allowed] §b| §r§f[300] [ADMIN] LadyBleu: biig mistaake
08:36:07 [allowed] §b§m-----------------------------------------------------
08:36:09 [allowed] §cYou are sending commands too fast! Please slow down.
08:36:10 [allowed] §eYou haven't claimed your §r§6Summer Rewards §r§eyet!
08:37:19 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:37:21 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:37:24 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:37:26 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:37:26 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:37:28 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:37:29 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:37:30 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:37:31 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:37:33 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:37:34 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:37:35 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:37:36 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:37:38 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:37:39 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:37:41 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:37:41 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:37:43 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:37:44 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:37:48 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:37:51 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:37:53 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:37:54 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:37:56 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:37:56 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:37:58 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:37:59 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:38:01 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:38:01 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:38:03 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:38:04 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:38:06 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:38:06 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:38:08 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:38:09 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:38:11 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:38:11 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:38:15 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:38:16 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:38:18 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:38:19 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:38:20 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:38:21 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:38:23 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:38:24 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:38:26 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:38:26 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:38:28 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:38:29 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:38:33 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:38:36 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:38:38 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:38:39 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:38:40 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:38:41 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:38:43 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:38:44 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:38:45 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:38:46 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:38:48 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:38:48 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:38:50 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:38:51 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:38:53 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:38:53 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:38:55 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:38:56 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:38:58 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:38:58 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:39:00 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:39:01 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:39:03 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:39:03 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:39:05 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:39:06 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:39:08 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:39:08 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:39:10 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:39:11 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:39:13 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:39:13 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:39:15 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:39:16 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:39:18 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:39:18 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:39:20 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:39:21 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:39:23 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:39:23 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:39:25 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:39:26 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:39:28 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:39:28 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:02 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:03 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:05 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:05 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:07 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:08 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:10 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:10 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:12 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:13 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:15 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:15 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:17 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:18 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:20 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:20 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:22 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:23 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:25 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:25 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:27 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:28 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:30 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:30 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:32 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:33 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:35 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:35 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:37 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:38 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:40 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:40 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:42 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:43 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:45 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:45 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:47 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:48 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:50 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:50 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:52 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:53 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:55 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:55 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:40:57 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:40:58 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:41:00 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:41:00 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:41:02 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:41:03 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:41:05 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:41:05 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:41:18 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:41:18 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:41:20 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:41:21 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:41:23 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:41:23 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:41:25 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:41:26 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:41:28 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:41:28 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:41:30 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:41:31 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:41:33 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:41:33 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:41:35 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:41:36 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:41:38 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:41:38 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:41:40 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:41:41 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:41:43 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:41:43 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:41:45 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:41:46 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:41:48 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:41:48 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:41:50 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:41:51 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:41:53 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:41:53 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:41:55 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:41:56 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:41:58 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:41:58 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:42:00 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:42:01 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:42:03 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:42:03 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:42:05 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:42:06 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:42:08 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:42:08 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:42:10 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
08:42:11 [allowed] §cAutopet §eequipped your §7[Lvl 93] §5Ocelot§e! §a§lVIEW RULE
08:42:13 [allowed] §cAutopet §eequipped your §7[Lvl 77] §6Monkey§e! §a§lVIEW RULE
